Code,Year,Transport,Forestry,Energy,Other sources,"Agriculture, Land Use & Forestry",Waste,Residential & commercial,Industry,Agriculture,Share of global cumulative CO₂ emissions (%),Entity,Per capita CO₂ emissions (tonnes per capita),GDP per capita (2011 int-$) ($),Total population (Gapminder),Country Size Category,countryname,system,System Category
BHS,1990,430.0542,-1451.7592,1193.5628,0,-1452,0,1326.9371,321.9011,0,0.013,Bahamas,7.607,,256128,0,Bahamas,Parliamentary,2
BHS,1991,411.7933,-1451.7592,1211.399,0,-1452,0,1194.0484,327.7842,0,0.013,Bahamas,6.817,,260845,0,Bahamas,Parliamentary,2
BHS,1992,368.1493,-1451.7592,1086.4546,0,-1452,0,964.9939,333.9057,0,0.013,Bahamas,6.726,,265761,0,Bahamas,Parliamentary,2
BHS,1993,355.8147,-1451.7592,1045.6439,0,-1452,0,893.509,340.1524,0,0.013,Bahamas,6.269,,270701,0,Bahamas,Parliamentary,2
BHS,1994,396.2606,-1451.7592,1125.6906,0,-1452,0,982.3364,346.3566,0,0.013,Bahamas,6.126,,275426,0,Bahamas,Parliamentary,2
BHS,1995,457.1335,-1451.7592,1280.1464,0,-1452,0,1094.0569,352.3963,0,0.013,Bahamas,5.997,,279774,0,Bahamas,Parliamentary,2
BHS,1996,509.4603,-1451.7592,1400.219,0,-1452,0,1228.4055,358.234,0,0.013,Bahamas,5.885,,283677,0,Bahamas,Parliamentary,2
BHS,1997,504.7435,-1451.7592,1391.9332,0,-1452,0,914.4382,363.908,0,0.012,Bahamas,4.739,,287217,0,Bahamas,Parliamentary,2
BHS,1998,910.3307,-1451.7592,1411.0756,0,-1452,0,709.0147,369.4539,0,0.012,Bahamas,5.792,,290571,0,Bahamas,Parliamentary,2
BHS,1999,910.9452,-1451.7592,1336.0023,0,-1452,0,707.3048,374.9412,0,0.012,Bahamas,5.689,,293988,0,Bahamas,Parliamentary,2
BHS,2000,919.8,-1451.7592,1258.0001,0,-1452,0,368,380.5952,0,0.012,Bahamas,5.606,,297651,0,Bahamas,Parliamentary,2
BHS,2001,877.73,-966.8947,1247.0001,0,-967,0,366,385.6453,0,0.012,Bahamas,5.179,,301606,0,Bahamas,Parliamentary,2
BHS,2002,894.9,-966.8947,1332.0001,0,-967,0,368,391.6954,0,0.012,Bahamas,5.111,,305801,0,Bahamas,Parliamentary,2
BHS,2003,983.58,-966.8947,1507.0002,0,-967,0,388,396.7554,0,0.012,Bahamas,4.814,,310201,0,Bahamas,Parliamentary,2
BHS,2004,1090.24,-966.8947,1536.0002,0,-967,0,424,401.8055,0,0.011,Bahamas,5.333,,314739,0,Bahamas,Parliamentary,2
BHS,2005,1109.95,-966.8947,1549.0002,0,-967,0,393,407.8456,0,0.011,Bahamas,5.285,,319358,0,Bahamas,Parliamentary,2
BHS,2006,1179.24,4910.2654,1652.0002,0,4910,0,418,412.8956,0,0.011,Bahamas,4.943,,324066,0,Bahamas,Parliamentary,2
BHS,2007,1253.31,4910.2654,1736.0002,0,4910,0,405,418.1757,0,0.011,Bahamas,4.937,,328861,0,Bahamas,Parliamentary,2
BHS,2008,1321.91,4910.2654,1802.0002,0,4910,0,416,424.2258,0,0.011,Bahamas,4.273,,333661,0,Bahamas,Parliamentary,2
BHS,2009,1398.89,4910.2654,1887.0003,0,4910,0,423,429.3559,0,0.011,Bahamas,4.622,,338358,0,Bahamas,Parliamentary,2
BHS,2010,1466.87,4910.2654,1971.0003,0,4910,0,431,434.476,0,0.011,Bahamas,4.573,,342877,0,Bahamas,Parliamentary,2
BHR,1990,1000.2674,-3.3092,10534.2514,0,-3,0,126.9353,976.0118,0,0.03,Bahrain,25.044,35758,492891,0,Bahrain,Presidential,0
BHR,1991,1011.466,-3.3092,10250.8334,0,-3,0,138.2345,924.6919,0,0.03,Bahrain,23.285,35590,506685,0,Bahrain,Presidential,0
BHR,1992,1128.0217,-3.3092,10521.5632,0,-3,0,146.8937,1074.3071,0,0.031,Bahrain,20.819,37168,519696,0,Bahrain,Presidential,0
BHR,1993,1168.2368,-3.3092,10124.8675,0,-3,0,146.8937,1380.6532,0,0.032,Bahrain,27.284,39031,532362,0,Bahrain,Presidential,0
BHR,1994,1188.1444,-3.3092,10183.8861,0,-3,0,155.552,1336.6115,0,0.032,Bahrain,26.893,39294,545329,0,Bahrain,Presidential,0
BHR,1995,1239.4681,-3.3092,10191.1294,0,-3,0,155.1841,1401.7143,0,0.033,Bahrain,26.273,39013,559069,0,Bahrain,Presidential,0
BHR,1996,1262.4753,-3.3092,10753.4336,0,-3,0,173.2374,1341.5138,0,0.034,Bahrain,26.976,39166,574914,0,Bahrain,Presidential,0
BHR,1997,1324.4077,-3.3092,11226.3456,0,-3,0,245.0854,1556.4646,0,0.035,Bahrain,29.096,38874,592986,0,Bahrain,Presidential,0
BHR,1998,1395.239,-3.3092,12038.8234,0,-3,0,314.2926,1465.2959,0,0.036,Bahrain,29.966,39426,611237,0,Bahrain,Presidential,0
BHR,1999,1450.7622,-3.3092,12165.3933,0,-3,0,168.7553,1572.9073,0,0.037,Bahrain,28.278,40291,626765,0,Bahrain,Presidential,0
BHR,2000,1540,-3.3092,12394.8,0,-3,0,177,1426.495,0,0.038,Bahrain,28.031,41439,638193,0,Bahrain,Presidential,0
BHR,2001,1600,-3.4722,12934.2,0,-3,0,186,1560.4553,0,0.038,Bahrain,19.956,40759,642510,0,Bahrain,Presidential,0
BHR,2002,1790,-3.4722,13614.5,0,-3,0,191,1512.7855,0,0.039,Bahrain,21.343,40355,642070,0,Bahrain,Presidential,0
BHR,2003,1950,-3.4722,14025,0,-3,0,208,1418.0057,0,0.039,Bahrain,21.137,40858,647164,0,Bahrain,Presidential,0
BHR,2004,2130,-3.4722,14465,0,-3,0,222,1634.526,0,0.04,Bahrain,21.088,41201,671760,0,Bahrain,Presidential,0
BHR,2005,2500,-3.4722,15414.8,0,-3,0,234,2100.6562,0,0.041,Bahrain,21.582,40991,724807,0,Bahrain,Presidential,0
BHR,2006,2580,-4.289,16684.4,0,-4,0,188,2309.7764,0,0.041,Bahrain,19.626,40218,811410,0,Bahrain,Presidential,0
BHR,2007,2810,-4.289,17844.6,0,-4,0,193,2263.8967,0,0.042,Bahrain,25.891,39918,925733,0,Bahrain,Presidential,0
BHR,2008,2430,-4.289,20684.5,0,-4,0,212,2258.0269,0,0.043,Bahrain,26.682,39020,1052359,1,Bahrain,Presidential,0
BHR,2009,2640,-4.289,20934.4,0,-4,0,230,2326.1572,0,0.045,Bahrain,23.788,37301,1169578,1,Bahrain,Presidential,0
BHR,2010,2870,-4.289,21474.2,0,-4,0,252,2416.2774,0,0.046,Bahrain,23.564,36927,1261835,1,Bahrain,Presidential,0
BGD,1990,1669.9284,-328.0067,6750.5067,0,32238,0,2994.2433,822.103,0,0.025,Bangladesh,0.146,1309,105256026,2,Bangladesh,Presidential,0
BGD,1991,1832.5744,-326.7162,6099.0693,0,32238,0,2806.4825,531.7651,0,0.026,Bangladesh,0.147,1326,107768749,2,Bangladesh,Presidential,0
BGD,1992,2112.1215,-325.4212,6610.2194,0,32238,0,2902.8529,845.1695,0,0.027,Bangladesh,0.159,1349,110225555,2,Bangladesh,Parliamentary,2
BGD,1993,2170.149,-324.1217,7088.4022,0,32238,0,3028.7235,826.1266,0,0.029,Bangladesh,0.153,1373,112645460,2,Bangladesh,Parliamentary,2
BGD,1994,2213.4846,-322.8177,7752.9849,0,32238,0,3217.5143,1098.9239,0,0.03,Bangladesh,0.163,1407,115059015,2,Bangladesh,Parliamentary,2
BGD,1995,2671.6627,-321.509,10031.1104,0,32238,0,3715.9465,1495.7118,0,0.032,Bangladesh,0.192,1446,117486952,2,Bangladesh,Parliamentary,2
BGD,1996,2942.9947,-320.1958,9667.4443,0,32233,0,3992.3977,1600.6254,0,0.034,Bangladesh,0.198,1490,119928682,2,Bangladesh,Parliamentary,2
BGD,1997,3328.1844,-318.878,10784.7557,0,32198,0,4552.1302,1534.5669,0,0.035,Bangladesh,0.202,1540,122370403,2,Bangladesh,Parliamentary,2
BGD,1998,3401.1498,-317.5555,10651.7641,0,32285,0,4838.5315,1585.9949,0,0.037,Bangladesh,0.19,1587,124803351,2,Bangladesh,Parliamentary,2
BGD,1999,3102.6393,-316.2283,11636.7907,0,32307,0,4847.2315,2147.8384,0,0.038,Bangladesh,0.195,1642,127214841,2,Bangladesh,Parliamentary,2
BGD,2000,3040,-314.8965,13021.245,0,32190,0,4900,2776.4,0,0.04,Bangladesh,0.212,1705,129592275,2,Bangladesh,Parliamentary,2
BGD,2001,3797,-815.5586,15281.24,0,31250,0,5740,3419.4,0,0.042,Bangladesh,0.242,1758,131944584,2,Bangladesh,Parliamentary,2
BGD,2002,3274,-817.0056,16379.222,0,31250,0,6220,3511.3,0,0.044,Bangladesh,0.247,1815,134266428,2,Bangladesh,Parliamentary,2
BGD,2003,3295,-818.4578,17076.257,0,31251,0,6770,3538.33,0,0.047,Bangladesh,0.256,1891,136514768,2,Bangladesh,Parliamentary,2
BGD,2004,3296,-819.9151,18257.232,0,31373,0,7070,3454.1,0,0.049,Bangladesh,0.267,1979,138633401,2,Bangladesh,Parliamentary,2
BGD,2005,3817,-821.3776,17669.247,0,31253,0,7650,4021.7,0,0.051,Bangladesh,0.275,2076,140587922,2,Bangladesh,Parliamentary,2
BGD,2006,4117,-12224.833,20118.242,0,20897,0,6800,3843,0,0.053,Bangladesh,0.299,2191,142353501,2,Bangladesh,Parliamentary,2
BGD,2009,5328,-12413.0531,27522.247,0,20736,0,8660,3724.9,0,0.061,Bangladesh,0.357,2511,147030145,2,Bangladesh,Parliamentary,2
BGD,2010,5982,-12476.2448,27803.247,0,20841,0,9450,3888.03,0,0.064,Bangladesh,0.394,2632,148692131,2,Bangladesh,Parliamentary,2
BRB,1990,124.374,-17.7594,469.3008,0,-18,0,286.0426,119.7069,0,0.002,Barbados,4.109,10395,259501,0,Barbados,Parliamentary,2
BRB,1991,132.1734,-17.7594,548.3414,0,-18,0,275.4467,88.8675,0,0.002,Barbados,4.631,9944,260351,0,Barbados,Parliamentary,2
BRB,1992,140.3972,-17.7594,582.8434,0,-18,0,258.8755,56.6294,0,0.002,Barbados,3.738,9338,261136,0,Barbados,Parliamentary,2
BRB,1993,128.1504,-17.7594,523.1063,0,-18,0,233.6113,53.4908,0,0.002,Barbados,4.219,9369,261885,0,Barbados,Parliamentary,2
BRB,1994,126.7299,-17.7594,489.8342,0,-18,0,227.303,58.4689,0,0.003,Barbados,2.841,9521,262637,0,Barbados,Parliamentary,2
BRB,1995,130.0272,-17.7594,493.5602,0,-18,0,225.5542,58.3334,0,0.003,Barbados,3.133,9680,263416,0,Barbados,Parliamentary,2
BRB,1996,126.3252,-17.7594,456.5335,0,-18,0,237.0679,71.1709,0,0.003,Barbados,3.196,10028,264237,0,Barbados,Parliamentary,2
BRB,1997,145.2889,-17.7594,509.1871,0,-18,0,191.234,98.5265,0,0.003,Barbados,3.371,10448,265088,0,Barbados,Parliamentary,2
BRB,1998,245.1062,-17.7594,500.7962,0,-18,0,146.6549,133.5246,0,0.003,Barbados,4.255,10787,265941,0,Barbados,Parliamentary,2
BRB,1999,282.9381,-17.7594,537.1606,0,-18,0,172.746,130.3573,0,0.003,Barbados,4.499,10773,266758,0,Barbados,Parliamentary,2
BRB,2000,310.07,-17.7594,551.1001,0,-18,0,125,135.4168,0,0.003,Barbados,4.41,11210,267511,0,Barbados,Parliamentary,2
BRB,2001,289,-11.828,544.5001,0,-12,0,94.1,127.5369,0,0.003,Barbados,4.507,10891,268192,0,Barbados,Parliamentary,2
BRB,2002,294.3,-11.828,568.8001,0,-12,0,93.4,145.5369,0,0.003,Barbados,4.531,10929,268813,0,Barbados,Parliamentary,2
BRB,2003,285.18,-11.828,549.8001,0,-12,0,94.3,155.6469,0,0.003,Barbados,4.665,11109,269389,0,Barbados,Parliamentary,2
BRB,2004,321.1,-11.828,549.1001,0,-12,0,98.8,153.6569,0,0.003,Barbados,4.724,11213,269947,0,Barbados,Parliamentary,2
BRB,2005,323.282,-11.828,556.5001,0,-12,0,111,159.7669,0,0.003,Barbados,4.927,11615,270503,0,Barbados,Parliamentary,2
BRB,2006,325.74,58.5967,554.9001,0,60,0,113,158.8669,0,0.003,Barbados,4.981,12223,271062,0,Barbados,Parliamentary,2
BRB,2007,334.36,58.634,560.2001,0,60,0,161,141.887,0,0.003,Barbados,4.925,12380,271618,0,Barbados,Parliamentary,2
BRB,2008,344.05,58.6714,558.6001,0,60,0,165,140.987,0,0.003,Barbados,5.842,12385,272180,0,Barbados,Parliamentary,2
BRB,2009,350.63,58.7088,559.7001,0,60,0,184,138.997,0,0.003,Barbados,5.818,11840,272750,0,Barbados,Parliamentary,2
BRB,2010,357.22,58.7462,559.7001,0,60,0,202,147.097,0,0.003,Barbados,5.294,11828,273331,0,Barbados,Parliamentary,2
BLR,1992,13560.448,-35200,58779.5446,0,-10075,0,16772.5913,3916.0911,0,0.296,Belarus,8.54,7987,10298479,1,Belarus,Presidential,0
BLR,1993,10709.6485,-35200,50878.4027,0,-10075,0,13946.9409,3044.6538,0,0.297,Belarus,7.428,7363,10301336,1,Belarus,Presidential,0
BLR,1994,7905.6287,-35200,46019.6847,0,-10075,0,10835.7886,2653.008,0,0.296,Belarus,6.155,6510,10293127,1,Belarus,Presidential,0
BLR,1995,5822.9072,-35200,39726.5813,0,-10075,0,10788.9375,2562.6327,0,0.295,Belarus,5.542,5807,10274231,1,Belarus,Presidential,0
BLR,1996,5703.0571,-35200,39811.8729,0,-10099,0,11402.5969,2598.7381,0,0.294,Belarus,5.684,5988,10244354,1,Belarus,Presidential,0
BLR,1997,5999.0459,-35200,41720.1756,0,-10142,0,9730.7721,3246.3141,0,0.293,Belarus,6.077,6701,10204382,1,Belarus,Presidential,0
BLR,1998,6058.5523,-35200,39954.1953,0,-10123,0,9593.1558,3132.2591,0,0.292,Belarus,5.749,7292,10157409,1,Belarus,Presidential,0
BLR,1999,5654.8016,-35200,38998.0749,0,-10006,0,8731.1257,3173.9979,0,0.29,Belarus,5.537,7558,10107518,1,Belarus,Presidential,0
BLR,2000,5384.1,-35200,38241.08,0,-10064,0,9450,3006.59,0,0.288,Belarus,5.431,8018,10057810,1,Belarus,Presidential,0
BLR,2001,4966.1,-43120,37799.08,0,-18299,0,9050,3014.57,0,0.287,Belarus,5.474,8424,10009810,1,Belarus,Presidential,0
BLR,2002,6424.24,-43120,37827.98,0,-15114,0,8910,3242.27,0,0.285,Belarus,5.515,8890,9963383,1,Belarus,Presidential,0
BLR,2003,5452.4,-43120,38493.79,0,-18195,0,8970,3265.07,0,0.283,Belarus,5.687,9561,9917927,1,Belarus,Presidential,0
BLR,2004,5552.4,-43120,40856.83,0,-18297,0,9200,3473.224,0,0.281,Belarus,6.087,10708,9872110,1,Belarus,Presidential,0
BLR,2005,8522.4,-43120,40436.56,0,-18256,0,9900,3615.4,0,0.279,Belarus,6.256,11779,9825102,1,Belarus,Presidential,0
BLR,2006,10082.4,-51647.2862,41306.54,0,-26479,0,10800,4041.49,0,0.277,Belarus,6.556,13014,9776823,1,Belarus,Presidential,0
BLR,2007,12202.4,-51649.5072,39736.33,0,-26705,0,10600,4336.71,0,0.275,Belarus,6.519,14182,9728228,1,Belarus,Presidential,0
BLR,2008,14662.4,-51651.718,40886.29,0,-26684,0,11400,4500.21,0,0.273,Belarus,6.783,15668,9680690,1,Belarus,Presidential,0
BLR,2009,17492.52,-51653.9185,38916.2,0,-26628,0,10700,4227.41,0,0.271,Belarus,6.333,15719,9636016,1,Belarus,Presidential,0
BLR,2010,19872.65,-51656.1089,40726.12,0,-26550,0,11700,4608.71,0,0.269,Belarus,6.577,16974,9595421,1,Belarus,Presidential,0
BEL,2000,24909,-4677.9671,60867,0,-3185,179,28400,8692.05,0,0.996,Belgium,12.305,34231,10175684,1,Belgium,Parliamentary,2
BEL,2001,25684,-4231.6366,59054,0,-3230,178,29600,8284.35,0,0.984,Belgium,12.196,34391,10211264,1,Belgium,Parliamentary,2
BEL,2002,25583.9,-4241.9695,53724,0,-3230,176,28200,9057.65,0,0.972,Belgium,12.174,34846,10254025,1,Belgium,Parliamentary,2
BEL,2003,26365.8,-4252.2597,55922,0,-3230,174,32300,9119.19,0,0.96,Belgium,12.253,34969,10303108,1,Belgium,Parliamentary,2
BEL,2004,26504.8,-4262.5076,54085,0,-3230,173,30600,9439.52,0,0.947,Belgium,12.286,36084,10356993,1,Belgium,Parliamentary,2
BEL,2005,25932.8,-4272.7136,49513,0,-3230,171,31000,9575.34,0,0.934,Belgium,11.887,36638,10414209,1,Belgium,Parliamentary,2
BEL,2006,25401.8,-2867.3333,50670,0,-2614,167,28000,9921.34,0,0.921,Belgium,11.655,37306,10474993,1,Belgium,Parliamentary,2
BEL,2007,25232.8,-2867.3333,51096,0,-2614,163,24700,9707.69,0,0.907,Belgium,11.25,38292,10538758,1,Belgium,Parliamentary,2
BEL,2008,25415.8,-2867.3333,52505,0,-2614,159,28300,9764.48,0,0.894,Belgium,11.171,38274,10602167,1,Belgium,Parliamentary,2
BEL,2009,24771.2,-2867.3333,49432,0,-2614,155,26100,9422.46,0,0.88,Belgium,9.889,37100,10660938,1,Belgium,Parliamentary,2
BEL,2010,23319.8,-2867.3333,53679,0,-2614,151,28500,9961.54,0,0.867,Belgium,10.362,37791,10712066,1,Belgium,Parliamentary,2
BLZ,1990,87.3288,-2877.4437,53.4883,0,5056,0,148.3695,2.1565,0,0.001,Belize,1.653,,190241,0,Belize,Parliamentary,2
BLZ,1991,100.5297,-2905.3249,60.8946,0,5056,0,158.978,2.1966,0,0.001,Belize,1.884,,195895,0,Belize,Parliamentary,2
BLZ,1992,90.4429,-2933.7521,54.7946,0,5056,0,126.4884,2.2388,0,0.001,Belize,1.853,,201832,0,Belize,Parliamentary,2
BLZ,1993,82.6881,-2962.7416,52.8166,0,5056,0,109.4222,2.2824,0,0.001,Belize,1.923,,207962,0,Belize,Parliamentary,2
BLZ,1994,79.9592,-2992.3103,55.4647,0,5056,0,104.8904,2.3265,0,0.001,Belize,1.835,,214153,0,Belize,Parliamentary,2
BLZ,1995,93.6724,-3022.4757,64.0364,0,5056,0,120.3117,2.3704,0,0.001,Belize,1.836,,220311,0,Belize,Parliamentary,2
BLZ,1996,80.0096,-3053.256,54.2355,0,5063,0,100.8836,2.4139,0,0.001,Belize,1.451,,226403,0,Belize,Parliamentary,2
BLZ,1997,130.5313,-3084.6701,96.7261,0,4898,0,110.1022,2.532,0,0.001,Belize,1.76,,232446,0,Belize,Parliamentary,2
BLZ,1998,210.7301,-3116.738,93.512,0,5082,0,55.4196,2.5747,0,0.001,Belize,1.607,,238457,0,Belize,Parliamentary,2
BLZ,1999,242.2533,-3149.4803,99.7198,0,5037,0,62.583,2.6172,0,0.001,Belize,1.464,,244471,0,Belize,Parliamentary,2
BLZ,2000,340.6,-3182.9183,139.2001,0,4998,0,35.6,2.7377,0,0.001,Belize,1.617,,250512,0,Belize,Parliamentary,2
BLZ,2001,442.87,1178.5402,179.9001,0,5870,0,84,2.7769,0,0.001,Belize,1.765,,256582,0,Belize,Parliamentary,2
BLZ,2002,429.64,1185.4893,174.3001,0,5748,0,86.1,2.815,0,0.001,Belize,1.64,,262667,0,Belize,Parliamentary,2
BLZ,2003,429.16,1192.5209,171.9001,0,6696,0,89.6,2.8641,0,0.001,Belize,1.598,,268760,0,Belize,Parliamentary,2
BLZ,2004,475.37,1199.6364,194.1001,0,5824,0,94.7,2.9023,0,0.001,Belize,1.413,,274855,0,Belize,Parliamentary,2
BLZ,2005,481.35,1206.8374,196.3001,0,6676,0,101,2.9404,0,0.001,Belize,1.483,,280947,0,Belize,Parliamentary,2
BLZ,2006,517.33,2087.2906,208.4001,0,5307,0,100,2.9795,0,0.001,Belize,1.513,,287035,0,Belize,Parliamentary,2
BLZ,2007,517.98,2094.788,209.6001,0,5958,0,88.7,2.8777,0,0.001,Belize,1.609,,293124,0,Belize,Parliamentary,2
BLZ,2008,545.23,2102.3389,221.7001,0,5785,0,90.2,2.9158,0,0.001,Belize,1.437,,299237,0,Belize,Parliamentary,2
BLZ,2009,566.19,2109.944,229.9001,0,5258,0,86.8,2.9039,0,0.001,Belize,1.879,,305398,0,Belize,Parliamentary,2
BLZ,2010,587.15,2117.6038,238.0001,0,5082,0,83.3,2.892,0,0.001,Belize,1.679,,311627,0,Belize,Parliamentary,2
BEN,1990,164.1622,-59.8363,58.032,0,14777,0,33.1037,159.5853,0,0.001,Benin,0.143,1481,4773137,1,Benin,Presidential,0
BEN,1991,131.2315,-59.7938,45.0439,0,14777,0,24.0754,168.6948,0,0.001,Benin,0.159,1496,4934077,1,Benin,Presidential,0
BEN,1992,118.8189,-59.7504,54.6103,0,14777,0,39.1225,191.2352,0,0.002,Benin,0.169,1493,5108335,1,Benin,Presidential,0
BEN,1993,118.8189,-59.7058,61.0012,0,14777,0,30.0943,195.4858,0,0.002,Benin,0.205,1508,5290562,1,Benin,Presidential,0
BEN,1994,121.9218,-59.6601,57.9717,0,14777,0,39.1225,194.7409,0,0.002,Benin,0.221,1471,5473217,1,Benin,Presidential,0
BEN,1995,121.9218,-59.6133,60.9887,0,14777,0,42.1319,194.3563,0,0.002,Benin,0.225,1575,5651141,1,Benin,Presidential,0
BEN,1996,497.7519,-59.5652,183.6069,0,14777,0,225.3388,184.6141,0,0.002,Benin,0.207,1594,5821985,1,Benin,Presidential,0
BEN,1997,679.9934,-59.5159,221.9077,0,14777,0,255.433,224.2393,0,0.002,Benin,0.194,1633,5988093,1,Benin,Presidential,0
BEN,1998,752.4628,-59.4653,191.1838,0,14777,0,273.4897,113.0397,0,0.002,Benin,0.187,1644,6154708,1,Benin,Presidential,0
BEN,1999,846.7445,-59.4133,206.2897,0,14777,0,285.5272,113.1756,0,0.002,Benin,0.234,1677,6329476,1,Benin,Presidential,0
BEN,2000,920,-59.3598,206.1,0,14777,0,297,134.492,0,0.002,Benin,0.233,1718,6517810,1,Benin,Presidential,0
BEN,2001,988.1,-105.6487,216.7,0,10531,0,533,135.255,0,0.002,Benin,0.256,1752,6721337,1,Benin,Presidential,0
BEN,2002,1160,-105.8622,219.6,0,10531,0,581,135.139,0,0.003,Benin,0.285,1775,6937985,1,Benin,Presidential,0
BEN,2003,1370,-106.0801,199.2,0,10531,0,708,135.154,0,0.003,Benin,0.312,1778,7164976,1,Benin,Presidential,0
BEN,2004,1400,-106.3024,206.5,0,10531,0,828,135.06,0,0.003,Benin,0.324,1799,7397985,1,Benin,Presidential,0
BEN,2005,1410,-106.5293,204,0,10531,0,922,134.976,0,0.003,Benin,0.299,1771,7633757,1,Benin,Presidential,0
BEN,2006,1840,-183.8516,245.7,0,10538,0,955,643.992,0,0.003,Benin,0.471,1783,7871707,1,Benin,Presidential,0
BEN,2007,1930,-184.0117,254.8,0,10538,0,985,661.908,0,0.003,Benin,0.531,1833,8112573,1,Benin,Presidential,0
BEN,2008,1760,-184.1752,253.6,0,10538,0,1010,674.924,0,0.004,Benin,0.507,1866,8355980,1,Benin,Presidential,0
BEN,2009,2020,-184.3422,255.7,0,10538,0,1040,674.841,0,0.004,Benin,0.521,1853,8601771,1,Benin,Presidential,0
BEN,2010,2270,-184.5128,256.5,0,10538,0,1030,741.757,0,0.004,Benin,0.553,1837,8849892,1,Benin,Presidential,0
BTN,1990,50.8418,-4106.6667,17.8666,0,-4107,0,36.4496,77.2684,0,0,Bhutan,0.242,,558500,0,Bhutan,Presidential,0
BTN,1991,52.9338,-4106.6667,19.1387,0,-4107,0,35.4036,78.6872,0,0,Bhutan,0.354,,555747,0,Bhutan,Presidential,0
BTN,1992,62.1507,-4106.6667,44.1165,0,-4107,0,36.8431,81.0732,0,0,Bhutan,0.414,,546356,0,Bhutan,Presidential,0
BTN,1993,58.7037,-4106.6667,41.089,0,-4107,0,39.3769,84.2047,0,0,Bhutan,0.344,,533895,0,Bhutan,Presidential,0
BTN,1994,59.7389,-4106.6667,51.4478,0,-4107,0,40.7746,95.265,0,0,Bhutan,0.407,,523417,0,Bhutan,Presidential,0
BTN,1995,69.7724,-4106.6667,52.3913,0,-4107,0,48.7543,133.9156,0,0,Bhutan,0.486,,518584,0,Bhutan,Presidential,0
BTN,1996,87.3261,-4106.6667,53.2328,0,-4107,0,47.6159,135.9618,0,0,Bhutan,0.578,,520529,0,Bhutan,Presidential,0
BTN,1997,94.339,-4106.6667,64.9075,0,-4107,0,47.411,146.5967,0,0,Bhutan,0.738,,528222,0,Bhutan,Presidential,0
BTN,1998,92.9841,-4106.6667,54.2258,0,-4107,0,47.966,152.7512,0,0,Bhutan,0.701,,540507,0,Bhutan,Presidential,0
BTN,1999,91.9525,-4106.6667,46.9291,0,-4107,0,54.9961,152.9868,0,0,Bhutan,0.682,,555377,0,Bhutan,Presidential,0
BTN,2000,100.81,-4106.6667,48.3,0,-4107,0,60.6,142.8886,0,0,Bhutan,0.698,,571262,0,Bhutan,Presidential,0
BTN,2001,104.1,-4400,50.4,0,-4400,0,63.5,151.0292,0,0,Bhutan,0.645,,588050,0,Bhutan,Presidential,0
BTN,2002,74.131,-4400,44.5,0,-4400,0,54.6,168.7799,0,0,Bhutan,0.693,,606024,0,Bhutan,Presidential,0
BTN,2003,72.331,-4400,45.4,0,-4400,0,44.7,168.9205,0,0,Bhutan,0.61,,624431,0,Bhutan,Presidential,0
BTN,2004,71.141,-4400,46.5,0,-4400,0,59.8,170.2812,0,0,Bhutan,0.484,,642400,0,Bhutan,Presidential,0
BTN,2005,78.279,-4400,48.2,0,-4400,0,41.8,170.4219,0,0,Bhutan,0.609,,659293,0,Bhutan,Presidential,0
BTN,2006,78.59,-2933.3333,46.1,0,-2933,0,51.9,183.4826,0,0,Bhutan,0.58,,674681,0,Bhutan,Presidential,0
BTN,2007,82.08,-2933.3333,45.8,0,-2933,0,101,186.8232,0,0.001,Bhutan,0.568,,688581,0,Bhutan,Presidential,0
BTN,2008,85.58,-2933.3333,47.1,0,-2933,0,108,185.7739,0,0.001,Bhutan,0.599,,701363,0,Bhutan,Presidential,0
BTN,2009,88.08,-2933.3333,46.8,0,-2933,0,130,190.8246,0,0.001,Bhutan,0.546,,713665,0,Bhutan,Presidential,0
BTN,2010,90.48,-2933.3333,46.4,0,-2933,0,152,204.1753,0,0.001,Bhutan,0.673,,725940,0,Bhutan,Presidential,0
BOL,1990,2161.891,362.4317,2950.1039,0,77367,0,1106.1729,257.4806,0,0.014,Bolivia,0.839,3696,6658462,1,Bolivia,Presidential,0
BOL,1991,2289.2621,363.9924,3208.9221,0,77367,0,1345.3992,300.6531,0,0.014,Bolivia,0.858,3800,6813834,1,Bolivia,Presidential,0
BOL,1992,2260.4902,365.5665,3634.6957,0,77367,0,1457.7903,304.4661,0,0.015,Bolivia,0.932,3772,6974168,1,Bolivia,Presidential,0
BOL,1993,2353.1634,367.1543,4504.286,0,77367,0,1507.8497,292.1196,0,0.015,Bolivia,1.075,3843,7138204,1,Bolivia,Presidential,0
BOL,1994,2448.0015,368.756,5524.376,0,77367,0,1781.7003,359.728,0,0.016,Bolivia,1.163,3933,7304230,1,Bolivia,Presidential,0
BOL,1995,2717.4002,370.3718,4338.6157,0,77367,0,2182.2661,399.0067,0,0.017,Bolivia,1.3,4028,7470925,1,Bolivia,Presidential,0
BOL,1996,3121.4887,372.0017,3770.1765,0,77367,0,2069.6948,421.6762,0,0.017,Bolivia,1.272,4115,7637622,1,Bolivia,Presidential,0
